name,release_date,total_tracks,artists,id,name,duration_ms,explicit,id,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,time_signature
Garbage (20th Anniversary Deluxe Edition/Remastered),1995,21,,6S0GHTqz5sxK5f9HtLXn9q,Garbage,235160,false,5HCiZU6LSLNNu97kgWB2CF,My Lover's Box,28,0.52,0.854,7,-4.444,0,0.0315,0.0000877,0.0329,0.185,0.67,104.211,audio_features,spotify:track:5HCiZU6LSLNNu97kgWB2CF,https://api.spotify.com/v1/tracks/5HCiZU6LSLNNu97kgWB2CF,https://api.spotify.com/v1/audio-analysis/5HCiZU6LSLNNu97kgWB2CF,4
The Singles Collection,2003-01-01,15,,0cQbJU1aAzvbEmTuljWLlF,No Doubt,264253,false,1j3ZbU1C31BfvSLQsPqbLi,New,35,0.51,0.802,1,-5.583,0,0.0413,0.155,0,0.0781,0.264,169.966,audio_features,spotify:track:1j3ZbU1C31BfvSLQsPqbLi,https://api.spotify.com/v1/tracks/1j3ZbU1C31BfvSLQsPqbLi,https://api.spotify.com/v1/audio-analysis/1j3ZbU1C31BfvSLQsPqbLi,4
Lest We Forget - The Best Of,2004-01-01,17,,2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,215907,false,1HzkkW4fnMHzjRW9PROyPt,The Nobodies,37,0.466,0.869,4,-3.993,1,0.0554,0.0000376,0.000066,0.0475,0.25,150.029,audio_features,spotify:track:1HzkkW4fnMHzjRW9PROyPt,https://api.spotify.com/v1/tracks/1HzkkW4fnMHzjRW9PROyPt,https://api.spotify.com/v1/audio-analysis/1HzkkW4fnMHzjRW9PROyPt,4
Karmacode,2006,13,,4OAddazJM576euUnFSvXSL,Lacuna Coil,243107,false,6vS5siwSidItcWFXskcpAA,Our Truth,55,0.506,0.724,0,-7.086,1,0.0281,0.000114,0.628,0.151,0.0697,102.037,audio_features,spotify:track:6vS5siwSidItcWFXskcpAA,https://api.spotify.com/v1/tracks/6vS5siwSidItcWFXskcpAA,https://api.spotify.com/v1/audio-analysis/6vS5siwSidItcWFXskcpAA,4
"The Best of Depeche Mode, Volume 1",2006-11-14,23,,762310PdDnwsDxAQxzQkfX,Depeche Mode,225040,false,3a26VAAeeZ9BMKbdXKFhj9,Personal Jesus - 2006 Remaster,35,0.689,0.844,10,-5.519,0,0.0348,0.0963,0.00852,0.0621,0.772,129.973,audio_features,spotify:track:3a26VAAeeZ9BMKbdXKFhj9,https://api.spotify.com/v1/tracks/3a26VAAeeZ9BMKbdXKFhj9,https://api.spotify.com/v1/audio-analysis/3a26VAAeeZ9BMKbdXKFhj9,4
Lest We Forget - The Best Of,2004-01-01,17,,2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,246667,false,0Y3uvjA2ssDylY2h5oiB7T,Personal Jesus,48,0.578,0.94,4,-5.273,0,0.137,0.000224,0.00623,0.699,0.246,130.134,audio_features,spotify:track:0Y3uvjA2ssDylY2h5oiB7T,https://api.spotify.com/v1/tracks/0Y3uvjA2ssDylY2h5oiB7T,https://api.spotify.com/v1/audio-analysis/0Y3uvjA2ssDylY2h5oiB7T,4
Lest We Forget - The Best Of,2004-01-01,17,,2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,336493,true,3s5iP7A8jiEdNmRqNFCrdA,The Reflecting God,32,0.483,0.953,9,-5.051,1,0.178,0.000122,0.754,0.462,0.251,170.023,audio_features,spotify:track:3s5iP7A8jiEdNmRqNFCrdA,https://api.spotify.com/v1/tracks/3s5iP7A8jiEdNmRqNFCrdA,https://api.spotify.com/v1/audio-analysis/3s5iP7A8jiEdNmRqNFCrdA,4
Rock Steady,2001-12-11,15,,0cQbJU1aAzvbEmTuljWLlF,No Doubt,241760,false,1wOYurSROnaaK8516lfK6W,Running,0,0.708,0.583,0,-7.018,1,0.0262,0.191,0.0000154,0.0883,0.38,113.12,audio_features,spotify:track:1wOYurSROnaaK8516lfK6W,https://api.spotify.com/v1/tracks/1wOYurSROnaaK8516lfK6W,https://api.spotify.com/v1/audio-analysis/1wOYurSROnaaK8516lfK6W,4
Final Straw,2004-01-01,12,,3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,235747,false,1i5c5PXgKEBQbMTgaIQwqn,Same,37,0.544,0.459,5,-8.821,1,0.0264,0.264,0.16,0.179,0.195,129.058,audio_features,spotify:track:1i5c5PXgKEBQbMTgaIQwqn,https://api.spotify.com/v1/tracks/1i5c5PXgKEBQbMTgaIQwqn,https://api.spotify.com/v1/audio-analysis/1i5c5PXgKEBQbMTgaIQwqn,3
Californication (Deluxe Edition),1999-06-08,18,,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,292400,false,0O8RjwNco465s5o9Ix9IYj,Savior,54,0.241,0.824,0,-2.785,1,0.0479,0.00124,0.00000583,0.0955,0.2,83.663,audio_features,spotify:track:0O8RjwNco465s5o9Ix9IYj,https://api.spotify.com/v1/tracks/0O8RjwNco465s5o9Ix9IYj,https://api.spotify.com/v1/audio-analysis/0O8RjwNco465s5o9Ix9IYj,4
Comalies,2002-10-16,13,,4OAddazJM576euUnFSvXSL,Lacuna Coil,211973,false,4Q6f9HqFcXzWQtHyvhVOLA,Self Deception,32,0.486,0.961,7,-3.208,0,0.0536,0.000171,0.25,0.311,0.604,140.055,audio_features,spotify:track:4Q6f9HqFcXzWQtHyvhVOLA,https://api.spotify.com/v1/tracks/4Q6f9HqFcXzWQtHyvhVOLA,https://api.spotify.com/v1/audio-analysis/4Q6f9HqFcXzWQtHyvhVOLA,4
100 Gothic & Industrial For Vampires & Halloween,2010-09-01,100,,0tQn2q1TIEenLgodtb8Nhx,Zeromancer,237960,false,0f7QAssxKzexRC27dDuub8,Send Me An Angel,0,0.597,0.672,2,-6.15,0,0.0356,0.0000365,0.0455,0.372,0.265,130.038,audio_features,spotify:track:0f7QAssxKzexRC27dDuub8,https://api.spotify.com/v1/tracks/0f7QAssxKzexRC27dDuub8,https://api.spotify.com/v1/audio-analysis/0f7QAssxKzexRC27dDuub8,4
Love Angel Music Baby,2004-10-27,12,,4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,286760,false,19HLwdC5QHZKixUvsdGPJx,Serious,0,0.791,0.844,9,-2.435,0,0.0365,0.131,0.0000118,0.0347,0.789,109.606,audio_features,spotify:track:19HLwdC5QHZKixUvsdGPJx,https://api.spotify.com/v1/tracks/19HLwdC5QHZKixUvsdGPJx,https://api.spotify.com/v1/audio-analysis/19HLwdC5QHZKixUvsdGPJx,4
We Are Pilots,2006-01-01,11,,6UocZe4AprSYBvmn3J0oqY,Shiny Toy Guns,223280,false,1EaQBZkk1sEO20UL2sfk27,Shaken,23,0.434,0.529,8,-5.138,1,0.0291,0.0125,0,0.113,0.0889,130.92,audio_features,spotify:track:1EaQBZkk1sEO20UL2sfk27,https://api.spotify.com/v1/tracks/1EaQBZkk1sEO20UL2sfk27,https://api.spotify.com/v1/audio-analysis/1EaQBZkk1sEO20UL2sfk27,4
Parachutes,2000-07-10,10,,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,304200,false,0qksx8mV28lztYIZ1om8ml,Shiver,72,0.396,0.803,4,-6.186,1,0.0487,0.0334,0,0.0688,0.286,116.705,audio_features,spotify:track:0qksx8mV28lztYIZ1om8ml,https://api.spotify.com/v1/tracks/0qksx8mV28lztYIZ1om8ml,https://api.spotify.com/v1/audio-analysis/0qksx8mV28lztYIZ1om8ml,3
Songs For The Deaf,2002,15,,4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age,375867,false,3hoUASQwAAUwpQGXH8VioM,The Sky Is Fallin',47,0.364,0.781,10,-4.4,0,0.0975,0.114,0.000245,0.732,0.338,169.036,audio_features,spotify:track:3hoUASQwAAUwpQGXH8VioM,https://api.spotify.com/v1/tracks/3hoUASQwAAUwpQGXH8VioM,https://api.spotify.com/v1/audio-analysis/3hoUASQwAAUwpQGXH8VioM,3
No Angel,1999-06-01,12,,2mpeljBig2IXLXRAFO9AAs,Dido,292600,false,6zUNg7tJFiM2n3GI71EJWG,Slide,28,0.595,0.476,4,-8.668,0,0.0231,0.311,0.00142,0.087,0.375,90.775,audio_features,spotify:track:6zUNg7tJFiM2n3GI71EJWG,https://api.spotify.com/v1/tracks/6zUNg7tJFiM2n3GI71EJWG,https://api.spotify.com/v1/audio-analysis/6zUNg7tJFiM2n3GI71EJWG,4
St. Elsewhere,2006-05-02,16,,5SbkVQYYzlw1kte75QIabH,Gnarls Barkley,185413,false,3y9p60VKSjscT2M2de0uz8,Smiley Faces,48,0.562,0.886,10,-2.448,0,0.0367,0.00759,0,0.312,0.636,86.999,audio_features,spotify:track:3y9p60VKSjscT2M2de0uz8,https://api.spotify.com/v1/tracks/3y9p60VKSjscT2M2de0uz8,https://api.spotify.com/v1/audio-analysis/3y9p60VKSjscT2M2de0uz8,4
Back Into Your System,2002-11-01,12,,5S6hjAxgxjsLylsTtMIimO,Saliva,261373,false,5noFldXMzT9SbvgCvyen2L,Storm,0,0.353,0.845,4,-3.932,1,0.0721,0.00198,0,0.108,0.323,172.082,audio_features,spotify:track:5noFldXMzT9SbvgCvyen2L,https://api.spotify.com/v1/tracks/5noFldXMzT9SbvgCvyen2L,https://api.spotify.com/v1/audio-analysis/5noFldXMzT9SbvgCvyen2L,4
St. Elsewhere,2006-05-02,16,,5SbkVQYYzlw1kte75QIabH,Gnarls Barkley,188160,false,0afDVuVu6iMIhU2zQ5lfPF,Storm Coming,35,0.597,0.986,9,-2.969,0,0.13,0.0113,0.000308,0.274,0.857,150.018,audio_features,spotify:track:0afDVuVu6iMIhU2zQ5lfPF,https://api.spotify.com/v1/tracks/0afDVuVu6iMIhU2zQ5lfPF,https://api.spotify.com/v1/audio-analysis/0afDVuVu6iMIhU2zQ5lfPF,4
Lest We Forget - The Best Of,2004-01-01,17,,2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,200067,false,0cOyhnhy13lc5G5nr4EF0q,Tainted Love,62,0.637,0.95,8,-4.4,1,0.109,0.00104,0.00000735,0.288,0.511,142.018,audio_features,spotify:track:0cOyhnhy13lc5G5nr4EF0q,https://api.spotify.com/v1/tracks/0cOyhnhy13lc5G5nr4EF0q,https://api.spotify.com/v1/audio-analysis/0cOyhnhy13lc5G5nr4EF0q,4
Comalies,2002-10-16,13,,4OAddazJM576euUnFSvXSL,Lacuna Coil,255200,false,4ELHk26fjscfQpmKHV0gLe,Tight Rope,37,0.436,0.947,6,-3.308,0,0.0724,0.000104,0.143,0.336,0.367,142.068,audio_features,spotify:track:4ELHk26fjscfQpmKHV0gLe,https://api.spotify.com/v1/tracks/4ELHk26fjscfQpmKHV0gLe,https://api.spotify.com/v1/audio-analysis/4ELHk26fjscfQpmKHV0gLe,4
Greatest Hits,2009-11-03,16,,7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,267973,false,4xanWVQIzdCf51mg8cd1cQ,Times Like These,62,0.36,0.905,4,-3.808,0,0.0812,0.0000137,0.00000751,0.0753,0.309,144.544,audio_features,spotify:track:4xanWVQIzdCf51mg8cd1cQ,https://api.spotify.com/v1/tracks/4xanWVQIzdCf51mg8cd1cQ,https://api.spotify.com/v1/audio-analysis/4xanWVQIzdCf51mg8cd1cQ,4
Karmacode,2006,13,,4OAddazJM576euUnFSvXSL,Lacuna Coil,201907,false,1ljUMhT0vIaNhMRrf8RYXr,To the Edge,38,0.517,0.596,4,-6.781,1,0.0292,0.0000327,0.00191,0.0959,0.0945,110.021,audio_features,spotify:track:1ljUMhT0vIaNhMRrf8RYXr,https://api.spotify.com/v1/tracks/1ljUMhT0vIaNhMRrf8RYXr,https://api.spotify.com/v1/audio-analysis/1ljUMhT0vIaNhMRrf8RYXr,4
No Doubt,1992-01-01,14,,0cQbJU1aAzvbEmTuljWLlF,No Doubt,202293,false,0aqmgKRH04ItzeBUxlujCD,Trapped In A Box,45,0.691,0.573,4,-12.651,0,0.0755,0.231,0.0000632,0.716,0.687,131.817,audio_features,spotify:track:0aqmgKRH04ItzeBUxlujCD,https://api.spotify.com/v1/tracks/0aqmgKRH04ItzeBUxlujCD,https://api.spotify.com/v1/audio-analysis/0aqmgKRH04ItzeBUxlujCD,4
Comalies,2002-10-16,13,,4OAddazJM576euUnFSvXSL,Lacuna Coil,217667,false,3RaxN3FA8bvtjHPBEaDnID,Unspoken,37,0.452,0.885,5,-2.29,0,0.045,0.00618,0.0000769,0.135,0.593,106.102,audio_features,spotify:track:3RaxN3FA8bvtjHPBEaDnID,https://api.spotify.com/v1/tracks/3RaxN3FA8bvtjHPBEaDnID,https://api.spotify.com/v1/audio-analysis/3RaxN3FA8bvtjHPBEaDnID,4
Dummy,1994-01-01,11,,6liAMWkVf5LH7YR9yfFy1Y,Portishead,293200,false,7h14W1uQK7sjpVI1oVTobt,Wandering Star,59,0.639,0.37,6,-10.883,1,0.0723,0.504,0.587,0.117,0.707,80.152,audio_features,spotify:track:7h14W1uQK7sjpVI1oVTobt,https://api.spotify.com/v1/tracks/7h14W1uQK7sjpVI1oVTobt,https://api.spotify.com/v1/audio-analysis/7h14W1uQK7sjpVI1oVTobt,4
A Rush of Blood to the Head,2002-08-08,11,,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,331133,false,4bPkBHKLKd9WHizsvM2zV3,Warning Sign,65,0.532,0.433,3,-9.423,1,0.0278,0.0942,0.0121,0.142,0.0395,140.666,audio_features,spotify:track:4bPkBHKLKd9WHizsvM2zV3,https://api.spotify.com/v1/tracks/4bPkBHKLKd9WHizsvM2zV3,https://api.spotify.com/v1/audio-analysis/4bPkBHKLKd9WHizsvM2zV3,4
We Are Pilots,2006-01-01,11,,6UocZe4AprSYBvmn3J0oqY,Shiny Toy Guns,254867,false,29bO9mtroMXBjCBH7Pbbwq,We Are Pilots,29,0.596,0.825,6,-5.407,0,0.0368,0.0455,0.00118,0.108,0.426,101.993,audio_features,spotify:track:29bO9mtroMXBjCBH7Pbbwq,https://api.spotify.com/v1/tracks/29bO9mtroMXBjCBH7Pbbwq,https://api.spotify.com/v1/audio-analysis/29bO9mtroMXBjCBH7Pbbwq,4
Back Into Your System (Explicit Version),2002-11-04,12,,5S6hjAxgxjsLylsTtMIimO,Saliva,268067,false,6X2MDg2350Z7UMYSNjSjUy,Weight Of The World,0,0.383,0.888,5,-4.611,0,0.0817,0.000894,0.00000858,0.089,0.387,180.079,audio_features,spotify:track:6X2MDg2350Z7UMYSNjSjUy,https://api.spotify.com/v1/tracks/6X2MDg2350Z7UMYSNjSjUy,https://api.spotify.com/v1/audio-analysis/6X2MDg2350Z7UMYSNjSjUy,4
Karmacode,2006,13,,4OAddazJM576euUnFSvXSL,Lacuna Coil,221093,false,5MZFXKHRKB59gb7KZPAaBi,What I See,34,0.503,0.715,0,-6.463,1,0.0258,0.00000392,0.833,0.141,0.183,103.98,audio_features,spotify:track:5MZFXKHRKB59gb7KZPAaBi,https://api.spotify.com/v1/tracks/5MZFXKHRKB59gb7KZPAaBi,https://api.spotify.com/v1/audio-analysis/5MZFXKHRKB59gb7KZPAaBi,4
Who We Are,2007,13,,5PokPZn11xzZXyXSfnvIM3,Lifehouse,207240,false,3nzL5CIQiCEt6jRt1AlQ9d,Whatever It Takes,62,0.439,0.874,0,-4.165,1,0.0299,0.00571,0,0.176,0.527,150.036,audio_features,spotify:track:3nzL5CIQiCEt6jRt1AlQ9d,https://api.spotify.com/v1/tracks/3nzL5CIQiCEt6jRt1AlQ9d,https://api.spotify.com/v1/audio-analysis/3nzL5CIQiCEt6jRt1AlQ9d,4
St. Elsewhere,2006-05-02,16,,5SbkVQYYzlw1kte75QIabH,Gnarls Barkley,147880,false,7AdsGzEPnPWqpzA2qax2Z1,Who Cares?,38,0.703,0.883,10,-5.603,0,0.144,0.115,0.0000152,0.45,0.908,163.986,audio_features,spotify:track:7AdsGzEPnPWqpzA2qax2Z1,https://api.spotify.com/v1/tracks/7AdsGzEPnPWqpzA2qax2Z1,https://api.spotify.com/v1/audio-analysis/7AdsGzEPnPWqpzA2qax2Z1,4
Karmacode,2006,13,,4OAddazJM576euUnFSvXSL,Lacuna Coil,218907,false,23iFER67b8UKCW67hQTJOs,Within Me,40,0.284,0.528,9,-6.838,0,0.0307,0.0048,0.0191,0.113,0.116,106.616,audio_features,spotify:track:23iFER67b8UKCW67hQTJOs,https://api.spotify.com/v1/tracks/23iFER67b8UKCW67hQTJOs,https://api.spotify.com/v1/audio-analysis/23iFER67b8UKCW67hQTJOs,4
Karmacode,2006,13,,4OAddazJM576euUnFSvXSL,Lacuna Coil,239733,false,7rczpwobym4Vi0tOb2iINf,Without Fear,29,0.394,0.615,11,-7.069,1,0.0308,0.000917,0.00556,0.101,0.232,90.004,audio_features,spotify:track:7rczpwobym4Vi0tOb2iINf,https://api.spotify.com/v1/tracks/7rczpwobym4Vi0tOb2iINf,https://api.spotify.com/v1/audio-analysis/7rczpwobym4Vi0tOb2iINf,4
Swagger,2000-03-07,13,,5kQGFREO5FzMBMsAO3cEtj,Flogging Molly,218787,false,0ZkLBauXOMQLQAdzQKawSl,The Worst Day Since Yesterday,0,0.338,0.49,2,-7.634,1,0.0341,0.257,0.00000334,0.241,0.341,138.165,audio_features,spotify:track:0ZkLBauXOMQLQAdzQKawSl,https://api.spotify.com/v1/tracks/0ZkLBauXOMQLQAdzQKawSl,https://api.spotify.com/v1/audio-analysis/0ZkLBauXOMQLQAdzQKawSl,4
Final Straw,2004-01-01,12,,3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,242027,false,2cAMcIVnAt4vyObDAwY10j,Wow,39,0.474,0.928,9,-5.681,1,0.0471,0.0000583,0.0136,0.0849,0.306,142.999,audio_features,spotify:track:2cAMcIVnAt4vyObDAwY10j,https://api.spotify.com/v1/tracks/2cAMcIVnAt4vyObDAwY10j,https://api.spotify.com/v1/audio-analysis/2cAMcIVnAt4vyObDAwY10j,4
Hopes and Fears (Deluxe Edition),2009-01-01,37,,53A0W3U0s8diEn9RhXQhVz,Keane,202720,false,6l9pwZPZI6sY6VjktYjA77,Your Eyes Open,0,0.539,0.698,7,-8.287,1,0.0293,0.000366,0.000145,0.308,0.515,129.999,audio_features,spotify:track:6l9pwZPZI6sY6VjktYjA77,https://api.spotify.com/v1/tracks/6l9pwZPZI6sY6VjktYjA77,https://api.spotify.com/v1/audio-analysis/6l9pwZPZI6sY6VjktYjA77,4
Moon Pix,1998-09-22,11,,6G7OerKc3eBO9sVkRNopFC,Cat Power,272200,false,4DppGM42Nkckgnv4uJVLze,Cross Bones Style,0,0.515,0.64,6,-9.799,1,0.0426,0.775,0.0562,0.112,0.314,111.157,audio_features,spotify:track:4DppGM42Nkckgnv4uJVLze,https://api.spotify.com/v1/tracks/4DppGM42Nkckgnv4uJVLze,https://api.spotify.com/v1/audio-analysis/4DppGM42Nkckgnv4uJVLze,4
Magazines Or Novels (Deluxe Edition),2014-08-05,16,,2oX42qP5ineK3hrhBECLmj,Andy Grammer,189870,false,1fMEUGs5CvRv0VrcJlQITt,Good To Be Alive (Hallelujah),0,0.784,0.882,5,-3.646,1,0.0451,0.0377,0,0.65,0.699,120.017,audio_features,spotify:track:1fMEUGs5CvRv0VrcJlQITt,https://api.spotify.com/v1/tracks/1fMEUGs5CvRv0VrcJlQITt,https://api.spotify.com/v1/audio-analysis/1fMEUGs5CvRv0VrcJlQITt,4
Public Image Ltd.,1987-04-07,7,,70MMkLXtue3Edj3RJhJkYp,Public Image Ltd.,378360,false,6u91CCTziobh3twCDMBlEk,Rise,50,0.526,0.873,0,-5.28,1,0.0754,0.00795,0.00000736,0.339,0.629,86.313,audio_features,spotify:track:6u91CCTziobh3twCDMBlEk,https://api.spotify.com/v1/tracks/6u91CCTziobh3twCDMBlEk,https://api.spotify.com/v1/audio-analysis/6u91CCTziobh3twCDMBlEk,4
The Truth About Love,2012-09-17,13,,1KCSPY1glIKqW2TotWuXOR,P!nk,228467,true,0QVuVKmTRpUJq4MmvodGox,The Truth About Love,0,0.735,0.791,1,-4.481,0,0.0754,0.00228,0.000109,0.133,0.903,131.982,audio_features,spotify:track:0QVuVKmTRpUJq4MmvodGox,https://api.spotify.com/v1/tracks/0QVuVKmTRpUJq4MmvodGox,https://api.spotify.com/v1/audio-analysis/0QVuVKmTRpUJq4MmvodGox,4
The Singles,2006-11-13,16,,5KDIH2gF0VpelTqyQS7udb,Staind,253933,false,4IuKm1ySdaB7XJRXJIfAvY,Right Here,0,0.492,0.646,10,-5.334,0,0.0303,0.00136,0.0000221,0.121,0.214,112.228,audio_features,spotify:track:4IuKm1ySdaB7XJRXJIfAvY,https://api.spotify.com/v1/tracks/4IuKm1ySdaB7XJRXJIfAvY,https://api.spotify.com/v1/audio-analysis/4IuKm1ySdaB7XJRXJIfAvY,4
Hook Me Up,2007-10-30,13,,1dIdBZaaHRW2bDTkHNfWln,The Veronicas,255360,false,0KlahhzNb98zyN83Vwae0l,Untouched,69,0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,audio_features,spotify:track:0KlahhzNb98zyN83Vwae0l,https://api.spotify.com/v1/tracks/0KlahhzNb98zyN83Vwae0l,https://api.spotify.com/v1/audio-analysis/0KlahhzNb98zyN83Vwae0l,4
Sounds From Nowheresville,2012-02-24,19,,2wvUfjKGoXvcnDHq7GgMOa,The Ting Tings,199400,false,7sLAbo70sbdLXGog7X82tu,Hands,47,0.777,0.897,7,-3.744,0,0.0304,0.0279,0.00000728,0.146,0.798,129.971,audio_features,spotify:track:7sLAbo70sbdLXGog7X82tu,https://api.spotify.com/v1/tracks/7sLAbo70sbdLXGog7X82tu,https://api.spotify.com/v1/audio-analysis/7sLAbo70sbdLXGog7X82tu,4
Death of a Bachelor,2016-01-15,11,,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,158667,false,3px2rAPu74ltbkf9eZsZ8h,Emperor's New Clothes,74,0.562,0.904,1,-4.947,1,0.0807,0.00302,0,0.0433,0.651,94.481,audio_features,spotify:track:3px2rAPu74ltbkf9eZsZ8h,https://api.spotify.com/v1/tracks/3px2rAPu74ltbkf9eZsZ8h,https://api.spotify.com/v1/audio-analysis/3px2rAPu74ltbkf9eZsZ8h,4
Last Splash,1993-08-10,15,,1xgFexIwrf2QjbU0buCNnp,The Breeders,215573,false,51m0PrZokFZNk5b5xptyzC,Cannonball,0,0.498,0.685,3,-11.795,1,0.0394,0.00971,0.775,0.365,0.765,112.49,audio_features,spotify:track:51m0PrZokFZNk5b5xptyzC,https://api.spotify.com/v1/tracks/51m0PrZokFZNk5b5xptyzC,https://api.spotify.com/v1/audio-analysis/51m0PrZokFZNk5b5xptyzC,4
Kung Fury (Original Motion Picture Soundtrack),2015-05-29,13,,0cfSfyq03Uj5lVX9jcJw1m,David Hasselhoff,221653,false,7qmc9aGD1WuX9tnGJX5dC4,"True Survivor - From ""Kung Fury""",39,0.647,0.973,4,-5.059,1,0.0766,0.0369,0,0.0507,0.344,149.055,audio_features,spotify:track:7qmc9aGD1WuX9tnGJX5dC4,https://api.spotify.com/v1/tracks/7qmc9aGD1WuX9tnGJX5dC4,https://api.spotify.com/v1/audio-analysis/7qmc9aGD1WuX9tnGJX5dC4,4
Best O' Boingo,1991-01-01,17,,5LXEAEGrpKQtpyCu2sZuWu,Oingo Boingo,365107,false,7MXD6u9IlId9le8mpZHLRb,Weird Science,0,0.648,0.854,4,-11.248,1,0.0377,0.0286,0.0176,0.818,0.724,128.038,audio_features,spotify:track:7MXD6u9IlId9le8mpZHLRb,https://api.spotify.com/v1/tracks/7MXD6u9IlId9le8mpZHLRb,https://api.spotify.com/v1/audio-analysis/7MXD6u9IlId9le8mpZHLRb,4
Transylvanian Regurgitations,1997-07-29,6,,4DeF1n7pWrs52PhWd2sEyr,Rasputina,167600,false,32ld9N8e1101MHfc1vNPIV,Transylvanian Concubine,38,0.258,0.585,5,-6.969,1,0.0403,0.502,0.00117,0.289,0.442,155.103,audio_features,spotify:track:32ld9N8e1101MHfc1vNPIV,https://api.spotify.com/v1/tracks/32ld9N8e1101MHfc1vNPIV,https://api.spotify.com/v1/audio-analysis/32ld9N8e1101MHfc1vNPIV,3
Windmills of the Soul,2006,13,,5EXuZB9s9F3ezkS7zpV8d1,Kero One,467152,false,6omiGrMcVR8aTLwkbtisTf,In All the Wrong Places,42,0.778,0.597,1,-6.628,1,0.105,0.3,0.0000015,0.126,0.56,90.04,audio_features,spotify:track:6omiGrMcVR8aTLwkbtisTf,https://api.spotify.com/v1/tracks/6omiGrMcVR8aTLwkbtisTf,https://api.spotify.com/v1/audio-analysis/6omiGrMcVR8aTLwkbtisTf,4
19,2008-01-28,17,,4dpARuHxo51G3z768sgnrY,Adele,210507,false,59tg0OPhiHlbsVZ9GFqUk5,Chasing Pavements,0,0.615,0.472,5,-6.073,0,0.0267,0.325,0,0.115,0.327,80.072,audio_features,spotify:track:59tg0OPhiHlbsVZ9GFqUk5,https://api.spotify.com/v1/tracks/59tg0OPhiHlbsVZ9GFqUk5,https://api.spotify.com/v1/audio-analysis/59tg0OPhiHlbsVZ9GFqUk5,4
Lush Life,2015-06-09,1,,1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,201122,false,0r4SsYcwvd8URat6AS2m6f,Lush Life,0,0.694,0.712,7,-3.923,0,0.046,0.133,0,0.211,0.799,98.022,audio_features,spotify:track:0r4SsYcwvd8URat6AS2m6f,https://api.spotify.com/v1/tracks/0r4SsYcwvd8URat6AS2m6f,https://api.spotify.com/v1/audio-analysis/0r4SsYcwvd8URat6AS2m6f,4
"Passive Me, Aggressive You",2010,13,,0oeUpvxWsC8bWS6SnpU8b9,The Naked And Famous,246600,false,25nzKGDiua1lE9Qo5V19GL,Young Blood,72,0.579,0.865,6,-4.692,1,0.0302,0.0000563,0.000221,0.649,0.358,104.99,audio_features,spotify:track:25nzKGDiua1lE9Qo5V19GL,https://api.spotify.com/v1/tracks/25nzKGDiua1lE9Qo5V19GL,https://api.spotify.com/v1/audio-analysis/25nzKGDiua1lE9Qo5V19GL,4
Starboy,2016-09-22,1,,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,230467,true,2IY7eOUDjw2ArKYxKa2jXc,Starboy,0,0.682,0.592,7,-7.033,1,0.281,0.169,0.00000549,0.136,0.5,186.041,audio_features,spotify:track:2IY7eOUDjw2ArKYxKa2jXc,https://api.spotify.com/v1/tracks/2IY7eOUDjw2ArKYxKa2jXc,https://api.spotify.com/v1/audio-analysis/2IY7eOUDjw2ArKYxKa2jXc,4
,,,,4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,,,,,,,,,,,,,,,,,,,,,
I Speak Because I Can,2010,10,,7B2edU3Q7btJoNsoHCNohM,Laura Marling,218188,false,3dhLTGgw1EvjXExJYxTfWw,Devil's Spoke,0,0.447,0.568,2,-9.172,1,0.0423,0.473,0.00028,0.0824,0.309,117.561,audio_features,spotify:track:3dhLTGgw1EvjXExJYxTfWw,https://api.spotify.com/v1/tracks/3dhLTGgw1EvjXExJYxTfWw,https://api.spotify.com/v1/audio-analysis/3dhLTGgw1EvjXExJYxTfWw,4
Heathens,2016-06-16,1,,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,195920,false,6i0V12jOa3mr6uu4WYhUBr,Heathens,85,0.732,0.396,4,-9.348,0,0.0286,0.0841,0.0000358,0.105,0.548,90.024,audio_features,spotify:track:6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,4
