name,release_date,total_tracks,artists,id,name,duration_ms,explicit,id,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,time_signature
Travelogue: Blues Traveler Classics,2002-01-01,17,,3pHeBYl1yujXcZqqfF1UyQ,Blues Traveler,280093,false,3y8rEUEUdmAcPCpPoLotnO,Run-Around,59,0.591,0.907,7,-5.648,1,0.0837,0.0675,0,0.0903,0.817,151.961,audio_features,spotify:track:3y8rEUEUdmAcPCpPoLotnO,https://api.spotify.com/v1/tracks/3y8rEUEUdmAcPCpPoLotnO,https://api.spotify.com/v1/audio-analysis/3y8rEUEUdmAcPCpPoLotnO,4
Heavier Things,2003-09-09,10,,0hEurMDQu99nJRq8pTxO14,John Mayer,237907,false,5FPnjikbwlDMULCCCa6ZCJ,Daughters,70,0.674,0.413,2,-7.816,1,0.0274,0.836,0.0000195,0.098,0.503,124.893,audio_features,spotify:track:5FPnjikbwlDMULCCCa6ZCJ,https://api.spotify.com/v1/tracks/5FPnjikbwlDMULCCCa6ZCJ,https://api.spotify.com/v1/audio-analysis/5FPnjikbwlDMULCCCa6ZCJ,3
A Beautiful Lie,2005-01-01,12,,0RqtSIYZmd4fiBKVFqyIqD,Thirty Seconds To Mars,231533,false,0lP4HYLmvowOKdsQ7CVkuq,The Kill,79,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,audio_features,spotify:track:0lP4HYLmvowOKdsQ7CVkuq,https://api.spotify.com/v1/tracks/0lP4HYLmvowOKdsQ7CVkuq,https://api.spotify.com/v1/audio-analysis/0lP4HYLmvowOKdsQ7CVkuq,3
A Fever You Can't Sweat Out,2005-09-27,13,,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,203613,false,0N90pptABhFyr1axONlIEB,London Beckoned Songs About Money Written by Machines,57,0.513,0.934,4,-3.347,0,0.163,0.0433,0,0.832,0.591,169.907,audio_features,spotify:track:0N90pptABhFyr1axONlIEB,https://api.spotify.com/v1/tracks/0N90pptABhFyr1axONlIEB,https://api.spotify.com/v1/audio-analysis/0N90pptABhFyr1axONlIEB,4
Brand New Eyes,2009-09-28,11,,74XFHRwlV6OrjEM0A2NCMF,Paramore,181507,false,2VYqkb77OjToeRAnMNd4yU,Misguided Ghosts,60,0.567,0.266,0,-11.217,1,0.0343,0.73,0.0000491,0.116,0.236,106.46,audio_features,spotify:track:2VYqkb77OjToeRAnMNd4yU,https://api.spotify.com/v1/tracks/2VYqkb77OjToeRAnMNd4yU,https://api.spotify.com/v1/audio-analysis/2VYqkb77OjToeRAnMNd4yU,4
Goodbye Yellow Brick Road (40th Anniversary Celebration/ Super Deluxe Edition),1973-10-05,53,,3PhoLpVuITZKcymswpck5b,Elton John,322549,false,3iJxloILmOu2NIRZ0OGyui,Bennie And The Jets - Remastered 2014,0,0.666,0.668,0,-7.961,1,0.0523,0.251,0.00000577,0.499,0.765,132.666,audio_features,spotify:track:3iJxloILmOu2NIRZ0OGyui,https://api.spotify.com/v1/tracks/3iJxloILmOu2NIRZ0OGyui,https://api.spotify.com/v1/audio-analysis/3iJxloILmOu2NIRZ0OGyui,4
The Best Of Sugar Ray,2005-06-17,15,,4uN3DsfENc7dp0OLO0FEIb,Sugar Ray,243333,false,6NcHJ23mLQKnVxQcOmT7JW,Someday - Remastered,60,0.743,0.67,1,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.832,audio_features,spotify:track:6NcHJ23mLQKnVxQcOmT7JW,https://api.spotify.com/v1/tracks/6NcHJ23mLQKnVxQcOmT7JW,https://api.spotify.com/v1/audio-analysis/6NcHJ23mLQKnVxQcOmT7JW,4
Treasure Planet,2002-01-01,17,,4HQjQ1pCcv25LRqTxWKN4t,John Rzeznik,251467,false,6BfOhpHADzrvKN2kMPTMPv,"I'm Still Here (Jim's Theme) - From ""Treasure Planet""/Soundtrack Version",63,0.531,0.597,9,-9.004,1,0.0324,0.000403,0.00105,0.063,0.33,110.791,audio_features,spotify:track:6BfOhpHADzrvKN2kMPTMPv,https://api.spotify.com/v1/tracks/6BfOhpHADzrvKN2kMPTMPv,https://api.spotify.com/v1/audio-analysis/6BfOhpHADzrvKN2kMPTMPv,3
American Beauty/American Psycho,2015-01-20,11,,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,189387,false,3Te8uLyit6X3ncNW8Fp3K2,Immortals,78,0.616,0.868,2,-3.606,1,0.0699,0.00131,0.00000154,0.671,0.475,108.016,audio_features,spotify:track:3Te8uLyit6X3ncNW8Fp3K2,https://api.spotify.com/v1/tracks/3Te8uLyit6X3ncNW8Fp3K2,https://api.spotify.com/v1/audio-analysis/3Te8uLyit6X3ncNW8Fp3K2,4
3 Doors Down,2008-01-01,12,,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,241960,false,0uybt73QFXaLCoxuVf6fhm,It's Not My Time,66,0.532,0.935,0,-4.798,1,0.0619,0.00133,0.00000837,0.106,0.309,128.025,audio_features,spotify:track:0uybt73QFXaLCoxuVf6fhm,https://api.spotify.com/v1/tracks/0uybt73QFXaLCoxuVf6fhm,https://api.spotify.com/v1/audio-analysis/0uybt73QFXaLCoxuVf6fhm,4
Threat to Survival,2015-09-18,11,,70BYFdaZbEKbeauJ670ysI,Shinedown,205653,false,1fnULsZuORnAgCFFbM8nTZ,State of My Head,68,0.486,0.94,7,-4.237,0,0.0605,0.00919,0,0.0777,0.42,79.727,audio_features,spotify:track:1fnULsZuORnAgCFFbM8nTZ,https://api.spotify.com/v1/tracks/1fnULsZuORnAgCFFbM8nTZ,https://api.spotify.com/v1/audio-analysis/1fnULsZuORnAgCFFbM8nTZ,4
The Essential Journey,2001-10-16,32,,0rvjqX7ttXeg3mTy8Xscbt,Journey,301133,false,11Uatd4av1y0YD2x0mQvao,Who's Crying Now,41,0.568,0.605,9,-7.43,0,0.0286,0.107,0,0.117,0.403,122.041,audio_features,spotify:track:11Uatd4av1y0YD2x0mQvao,https://api.spotify.com/v1/tracks/11Uatd4av1y0YD2x0mQvao,https://api.spotify.com/v1/audio-analysis/11Uatd4av1y0YD2x0mQvao,4
Room On Fire,2003-10-28,11,,0epOFNiUfyON9EYx7Tpr6V,The Strokes,219827,false,57Xjny5yNzAcsxnusKmAfA,Reptilia,79,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,audio_features,spotify:track:57Xjny5yNzAcsxnusKmAfA,https://api.spotify.com/v1/tracks/57Xjny5yNzAcsxnusKmAfA,https://api.spotify.com/v1/audio-analysis/57Xjny5yNzAcsxnusKmAfA,4
Is This It,2001-07-30,11,,0epOFNiUfyON9EYx7Tpr6V,The Strokes,183440,false,7hm4HTk9encxT0LYC0J6oI,Someday,69,0.539,0.521,9,-7.46,1,0.0299,0.00425,0,0.367,0.679,106.035,audio_features,spotify:track:7hm4HTk9encxT0LYC0J6oI,https://api.spotify.com/v1/tracks/7hm4HTk9encxT0LYC0J6oI,https://api.spotify.com/v1/audio-analysis/7hm4HTk9encxT0LYC0J6oI,4
Is This It,2001-07-30,11,,0epOFNiUfyON9EYx7Tpr6V,The Strokes,193373,false,3SUusuA9jH1v6PVwtYMbdv,Last Nite,70,0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,audio_features,spotify:track:3SUusuA9jH1v6PVwtYMbdv,https://api.spotify.com/v1/tracks/3SUusuA9jH1v6PVwtYMbdv,https://api.spotify.com/v1/audio-analysis/3SUusuA9jH1v6PVwtYMbdv,4
First Impressions Of Earth,2006-01-03,14,,0epOFNiUfyON9EYx7Tpr6V,The Strokes,189227,false,4fPBB44eDH71YohayI4eKV,You Only Live Once,75,0.63,0.908,11,-2.42,1,0.0326,0.0238,0.592,0.116,0.968,120.522,audio_features,spotify:track:4fPBB44eDH71YohayI4eKV,https://api.spotify.com/v1/tracks/4fPBB44eDH71YohayI4eKV,https://api.spotify.com/v1/audio-analysis/4fPBB44eDH71YohayI4eKV,4
Wilder Mind,2015-05-04,12,,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,220867,false,4A57CXs3jAmyNTMAwWaV53,Believe,0,0.362,0.668,2,-5.975,1,0.0431,0.035,0.0212,0.219,0.344,113.996,audio_features,spotify:track:4A57CXs3jAmyNTMAwWaV53,https://api.spotify.com/v1/tracks/4A57CXs3jAmyNTMAwWaV53,https://api.spotify.com/v1/audio-analysis/4A57CXs3jAmyNTMAwWaV53,4
Disraeli Gears,1967-11-02,11,,74oJ4qxwOZvX6oSsu1DGnw,Cream,250000,false,6FRwDxXsvSasw0y2eDArsz,Sunshine Of Your Love,66,0.684,0.481,2,-12.59,1,0.0384,0.475,0.0000657,0.118,0.784,115.078,audio_features,spotify:track:6FRwDxXsvSasw0y2eDArsz,https://api.spotify.com/v1/tracks/6FRwDxXsvSasw0y2eDArsz,https://api.spotify.com/v1/audio-analysis/6FRwDxXsvSasw0y2eDArsz,4
The Essential Billy Joel,2001-10-02,36,,6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,216640,false,3YhcVZIWyakQSTUJD1YMt4,The Longest Time,53,0.507,0.327,3,-9.574,1,0.0286,0.183,0,0.11,0.627,169.54,audio_features,spotify:track:3YhcVZIWyakQSTUJD1YMt4,https://api.spotify.com/v1/tracks/3YhcVZIWyakQSTUJD1YMt4,https://api.spotify.com/v1/audio-analysis/3YhcVZIWyakQSTUJD1YMt4,4
Ocean Avenue,2003-01-01,13,,3zxKH0qp3nBCuPZCZT5Vaf,Yellowcard,198267,false,23oxJmDc1V9uLUSmN2LIvx,Ocean Avenue,77,0.486,0.904,6,-3.751,0,0.0638,0.0000343,0.0000283,0.0947,0.786,173.734,audio_features,spotify:track:23oxJmDc1V9uLUSmN2LIvx,https://api.spotify.com/v1/tracks/23oxJmDc1V9uLUSmN2LIvx,https://api.spotify.com/v1/audio-analysis/23oxJmDc1V9uLUSmN2LIvx,4
Morning View,2001-10-23,13,,3YcBF2ttyueytpXtEzn1Za,Incubus,212733,false,6KtLECDztnah63TNmV4Plw,Wish You Were Here,73,0.246,0.768,9,-7.48,1,0.0387,0.000631,0.301,0.102,0.35,169.873,audio_features,spotify:track:6KtLECDztnah63TNmV4Plw,https://api.spotify.com/v1/tracks/6KtLECDztnah63TNmV4Plw,https://api.spotify.com/v1/audio-analysis/6KtLECDztnah63TNmV4Plw,4
Heavier Things,2003-09-09,10,,0hEurMDQu99nJRq8pTxO14,John Mayer,265960,false,0Jh9EBGN205Yc7JN2zZ2f1,Bigger Than My Body,59,0.608,0.937,4,-3.071,1,0.033,0.0121,0.0403,0.309,0.515,117.304,audio_features,spotify:track:0Jh9EBGN205Yc7JN2zZ2f1,https://api.spotify.com/v1/tracks/0Jh9EBGN205Yc7JN2zZ2f1,https://api.spotify.com/v1/audio-analysis/0Jh9EBGN205Yc7JN2zZ2f1,4
Eye To The Telescope,2005-01-01,12,,5zzrJD2jXrE9dZ1AklRFcL,KT Tunstall,201707,false,5p9XWUdvbUzmPCukOmwoU3,Suddenly I See,77,0.587,0.767,0,-5.713,1,0.0449,0.225,0,0.112,0.664,100.38,audio_features,spotify:track:5p9XWUdvbUzmPCukOmwoU3,https://api.spotify.com/v1/tracks/5p9XWUdvbUzmPCukOmwoU3,https://api.spotify.com/v1/audio-analysis/5p9XWUdvbUzmPCukOmwoU3,4
The Young and The Hopeless,2002-10-04,14,,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,190173,false,2g2a5kDeZexbUTD8abcvm6,Lifestyles of the Rich & Famous,73,0.62,0.93,1,-3.685,1,0.0374,0.00043,0,0.0686,0.609,106.22,audio_features,spotify:track:2g2a5kDeZexbUTD8abcvm6,https://api.spotify.com/v1/tracks/2g2a5kDeZexbUTD8abcvm6,https://api.spotify.com/v1/audio-analysis/2g2a5kDeZexbUTD8abcvm6,4
After Rain,2016-04-01,1,,5KNNVgR6LBIABRIomyCwKJ,Dermot Kennedy,294000,false,3XzLC1TU451F0nPiJitk49,After Rain,0,0.48,0.418,11,-9.622,0,0.0312,0.505,0.00416,0.11,0.319,132.404,audio_features,spotify:track:3XzLC1TU451F0nPiJitk49,https://api.spotify.com/v1/tracks/3XzLC1TU451F0nPiJitk49,https://api.spotify.com/v1/audio-analysis/3XzLC1TU451F0nPiJitk49,4
Under The Table And Dreaming,1994-09-27,12,,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,290533,false,7FXoionVqQVZISNUgCIenZ,Satellite,35,0.719,0.647,8,-7.229,1,0.0285,0.203,0.0000244,0.0962,0.589,125.148,audio_features,spotify:track:7FXoionVqQVZISNUgCIenZ,https://api.spotify.com/v1/tracks/7FXoionVqQVZISNUgCIenZ,https://api.spotify.com/v1/audio-analysis/7FXoionVqQVZISNUgCIenZ,3
Nimrod,1997-10-14,18,,7oPftvlwr6VrsViSDV7fJY,Green Day,153467,true,6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),80,0.475,0.432,7,-7.844,1,0.0302,0.183,0,0.161,0.648,94.605,audio_features,spotify:track:6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/tracks/6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/audio-analysis/6ORqU0bHbVCRjXm9AjyHyZ,4
Everything You Want,1999-06-14,11,,6Hizgjo92FnMp8wGaRUNTn,Vertical Horizon,218760,false,758wp6xs3ADdgIwdeHoXmX,You're a God,60,0.649,0.852,5,-6.519,0,0.0307,0.00119,0.0000332,0.0937,0.288,96.653,audio_features,spotify:track:758wp6xs3ADdgIwdeHoXmX,https://api.spotify.com/v1/tracks/758wp6xs3ADdgIwdeHoXmX,https://api.spotify.com/v1/audio-analysis/758wp6xs3ADdgIwdeHoXmX,4
"Alright, Still (Bonus Track Version)",2006-05-08,13,,13saZpZnCDWOI9D4IJhp1f,Lily Allen,196893,true,4aR9bPMAOFySBuQSbVWF3d,Smile,65,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,audio_features,spotify:track:4aR9bPMAOFySBuQSbVWF3d,https://api.spotify.com/v1/tracks/4aR9bPMAOFySBuQSbVWF3d,https://api.spotify.com/v1/audio-analysis/4aR9bPMAOFySBuQSbVWF3d,4
A Fever You Can't Sweat Out,2005-09-27,13,,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,174867,false,4WdopfTdSd0nCLropjhsgH,The Only Difference Between Martyrdom and Suicide Is Press Coverage,62,0.501,0.933,6,-3.476,0,0.198,0.0457,0,0.376,0.708,170.13,audio_features,spotify:track:4WdopfTdSd0nCLropjhsgH,https://api.spotify.com/v1/tracks/4WdopfTdSd0nCLropjhsgH,https://api.spotify.com/v1/audio-analysis/4WdopfTdSd0nCLropjhsgH,4
Pocketful Of Sunshine,2007-04-27,13,,7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield,222293,false,49ppqF73rOz5Nyt1paRxIF,Love Like This (feat. Sean Kingston),65,0.781,0.791,7,-3.903,0,0.0468,0.145,0,0.127,0.902,76.998,audio_features,spotify:track:49ppqF73rOz5Nyt1paRxIF,https://api.spotify.com/v1/tracks/49ppqF73rOz5Nyt1paRxIF,https://api.spotify.com/v1/audio-analysis/49ppqF73rOz5Nyt1paRxIF,4
,,,,6S0dmVVn4udvppDhZIWxCr,Sean Kingston,,,,,,,,,,,,,,,,,,,,,
Confessions Of A Knife,1990,10,,4DKpMK51PbY3Gz5aLudFJY,Buzz McCoy,374467,false,114YPptiBOYLd2DtOyjrhn,Rivers Of Blood Years Of Darkness,0,0.581,0.973,11,-5.682,0,0.127,0.00000777,0.661,0.254,0.325,107.604,audio_features,spotify:track:114YPptiBOYLd2DtOyjrhn,https://api.spotify.com/v1/tracks/114YPptiBOYLd2DtOyjrhn,https://api.spotify.com/v1/audio-analysis/114YPptiBOYLd2DtOyjrhn,4
Sexplosion,2016-02-04,10,,7FfAD7EYZbQ7aHPy9ujduD,My Life With The Thrill Kill Kult,352733,false,4wvBZiYlPHH9wh20pxtVHt,Sexplosion,0,0.686,0.718,10,-10.806,0,0.067,0.000937,0.0511,0.508,0.79,106.376,audio_features,spotify:track:4wvBZiYlPHH9wh20pxtVHt,https://api.spotify.com/v1/tracks/4wvBZiYlPHH9wh20pxtVHt,https://api.spotify.com/v1/audio-analysis/4wvBZiYlPHH9wh20pxtVHt,4
The Greatest Hits: Why Try Harder,2006-01-01,18,,4Y7tXHSEejGu1vQ9bwDdXW,Fatboy Slim,211960,false,3BjkiaSpuez7lTKKFTZud9,Gangster Trippin',30,0.724,0.906,1,-5.914,1,0.124,0.0921,0.00039,0.178,0.695,101.739,audio_features,spotify:track:3BjkiaSpuez7lTKKFTZud9,https://api.spotify.com/v1/tracks/3BjkiaSpuez7lTKKFTZud9,https://api.spotify.com/v1/audio-analysis/3BjkiaSpuez7lTKKFTZud9,4
A Gift From A Flower To A Garden,1967-12,22,,6vLlQYujOujIrm7zAKzEdG,Donovan,146867,false,0NkqCdYDySVdBoeGs4Nywe,Wear Your Love Like Heaven,49,0.619,0.557,7,-10.715,0,0.0351,0.404,0,0.181,0.831,116.065,audio_features,spotify:track:0NkqCdYDySVdBoeGs4Nywe,https://api.spotify.com/v1/tracks/0NkqCdYDySVdBoeGs4Nywe,https://api.spotify.com/v1/audio-analysis/0NkqCdYDySVdBoeGs4Nywe,4
Stairwells,2010,13,,7h4j9YTJJuAHzLCc3KCvYu,Kina Grannis,150707,false,12sfHH8Fik3YMc7MELGqia,Valentine,47,0.857,0.358,9,-11.79,1,0.0432,0.293,0,0.106,0.521,124.961,audio_features,spotify:track:12sfHH8Fik3YMc7MELGqia,https://api.spotify.com/v1/tracks/12sfHH8Fik3YMc7MELGqia,https://api.spotify.com/v1/audio-analysis/12sfHH8Fik3YMc7MELGqia,4
Double Wide,2000-06-13,11,,2DnqqkzzDKm3vAoyHtn8So,Uncle Kracker,218440,true,4KoecuyOpZaNFZ0UqVsllc,Follow Me,76,0.817,0.585,5,-4.688,1,0.0301,0.439,0,0.147,0.916,105.014,audio_features,spotify:track:4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/tracks/4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/audio-analysis/4KoecuyOpZaNFZ0UqVsllc,4
Repo Men,2010-01-01,12,,2nszamLjZFgu3Yx77mKxuC,UNKLE,295547,false,0xF3z8t1k3wceLvCESjNrx,Burn My Shadow,20,0.295,0.812,9,-7.28,0,0.0973,0.0217,0.0164,0.151,0.174,193.985,audio_features,spotify:track:0xF3z8t1k3wceLvCESjNrx,https://api.spotify.com/v1/tracks/0xF3z8t1k3wceLvCESjNrx,https://api.spotify.com/v1/audio-analysis/0xF3z8t1k3wceLvCESjNrx,4
For Free (feat. Drake),2016-06-17,1,,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,183695,true,4JDZl9nKIAhAhDjw753u4X,For Free (feat. Drake),58,0.916,0.571,10,-8.241,0,0.2,0.0173,0.00000111,0.153,0.498,103.521,audio_features,spotify:track:4JDZl9nKIAhAhDjw753u4X,https://api.spotify.com/v1/tracks/4JDZl9nKIAhAhDjw753u4X,https://api.spotify.com/v1/audio-analysis/4JDZl9nKIAhAhDjw753u4X,4
,,,,3TVXtAsR1Inumwj472S9r4,Drake,,,,,,,,,,,,,,,,,,,,,
Don't You Fake It,2006-01-01,11,,1SImpQO0GbjRgvlwCcCtFo,The Red Jumpsuit Apparatus,192000,false,4wzjNqjKAKDU82e8uMhzmr,Face Down,79,0.545,0.932,7,-2.189,0,0.0399,0.000665,0,0.127,0.464,92.956,audio_features,spotify:track:4wzjNqjKAKDU82e8uMhzmr,https://api.spotify.com/v1/tracks/4wzjNqjKAKDU82e8uMhzmr,https://api.spotify.com/v1/audio-analysis/4wzjNqjKAKDU82e8uMhzmr,4
Days Of The New,1997,13,,07jc1IMGtecDZzOL9cP50t,Days Of The New,297147,false,0eKCfj7xCuJNoYrLlSJe59,"Touch, Peel And Stand",0,0.573,0.622,11,-7.948,1,0.033,0.0543,0.00000177,0.295,0.825,81.667,audio_features,spotify:track:0eKCfj7xCuJNoYrLlSJe59,https://api.spotify.com/v1/tracks/0eKCfj7xCuJNoYrLlSJe59,https://api.spotify.com/v1/audio-analysis/0eKCfj7xCuJNoYrLlSJe59,4
February Son,1999-01-01,11,,7038Bglq6YmpBu6wPvQJiz,Oleander,238093,false,0hgOGzUYKKQbQcWDoJpM6H,Why I'm Here,57,0.642,0.673,8,-7.154,0,0.0248,0.0114,0.00156,0.11,0.423,100.004,audio_features,spotify:track:0hgOGzUYKKQbQcWDoJpM6H,https://api.spotify.com/v1/tracks/0hgOGzUYKKQbQcWDoJpM6H,https://api.spotify.com/v1/audio-analysis/0hgOGzUYKKQbQcWDoJpM6H,4
Bringing Down The Horse,1996-01-01,11,,0jJNGWrpjGIHUdTTJiIYeB,The Wallflowers,312627,false,0z1b34WikhOH9ZxU8QDWcv,One Headlight,76,0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,audio_features,spotify:track:0z1b34WikhOH9ZxU8QDWcv,https://api.spotify.com/v1/tracks/0z1b34WikhOH9ZxU8QDWcv,https://api.spotify.com/v1/audio-analysis/0z1b34WikhOH9ZxU8QDWcv,4
Absolute Garbage,2007-01-01,18,,6S0GHTqz5sxK5f9HtLXn9q,Garbage,258133,false,0h4fRpHrxBeR3XWHmcolaU,Stupid Girl,54,0.59,0.802,11,-4.163,1,0.0356,0.00226,0.00143,0.0392,0.696,120.051,audio_features,spotify:track:0h4fRpHrxBeR3XWHmcolaU,https://api.spotify.com/v1/tracks/0h4fRpHrxBeR3XWHmcolaU,https://api.spotify.com/v1/audio-analysis/0h4fRpHrxBeR3XWHmcolaU,4
Consolers of the Lonely,2008-03-05,14,,4wo1267SJuUfHgasdlfNfc,The Raconteurs,179973,false,0ydgFPcYrxaHgVuLd17mjh,Salute Your Solution,0,0.266,0.946,9,-2.855,1,0.171,0.00781,0.00000273,0.26,0.498,168.461,audio_features,spotify:track:0ydgFPcYrxaHgVuLd17mjh,https://api.spotify.com/v1/tracks/0ydgFPcYrxaHgVuLd17mjh,https://api.spotify.com/v1/audio-analysis/0ydgFPcYrxaHgVuLd17mjh,4
Break the Cycle,2001-05-22,13,,5KDIH2gF0VpelTqyQS7udb,Staind,256133,false,43TQVltxEHaqCKpSsttaT5,Epiphany,54,0.559,0.487,6,-9.349,1,0.0266,0.0327,0.0814,0.129,0.145,149.961,audio_features,spotify:track:43TQVltxEHaqCKpSsttaT5,https://api.spotify.com/v1/tracks/43TQVltxEHaqCKpSsttaT5,https://api.spotify.com/v1/audio-analysis/43TQVltxEHaqCKpSsttaT5,4
Break the Cycle,2001-05-22,13,,5KDIH2gF0VpelTqyQS7udb,Staind,293133,false,0kh03T0zqCUJ8CoLESa26N,Outside,45,0.515,0.594,1,-4.708,1,0.0262,0.00844,0.00658,0.0752,0.218,146.564,audio_features,spotify:track:0kh03T0zqCUJ8CoLESa26N,https://api.spotify.com/v1/tracks/0kh03T0zqCUJ8CoLESa26N,https://api.spotify.com/v1/audio-analysis/0kh03T0zqCUJ8CoLESa26N,4
Human Clay,1999-09-28,11,,43sZBwHjahUvgbx1WNIkIz,Creed,274800,false,6yagwOP4hNv70YC4pIKUPx,With Arms Wide Open,0,0.415,0.534,0,-8.432,1,0.0305,0.00362,0.000433,0.118,0.142,138.996,audio_features,spotify:track:6yagwOP4hNv70YC4pIKUPx,https://api.spotify.com/v1/tracks/6yagwOP4hNv70YC4pIKUPx,https://api.spotify.com/v1/audio-analysis/6yagwOP4hNv70YC4pIKUPx,4
Break the Cycle,2001-05-22,13,,5KDIH2gF0VpelTqyQS7udb,Staind,242600,false,70b6WxS0cjxbQqvdu4Q4Sa,Fade,52,0.471,0.846,1,-3.632,1,0.0416,0.00209,0.0369,0.126,0.255,116.469,audio_features,spotify:track:70b6WxS0cjxbQqvdu4Q4Sa,https://api.spotify.com/v1/tracks/70b6WxS0cjxbQqvdu4Q4Sa,https://api.spotify.com/v1/audio-analysis/70b6WxS0cjxbQqvdu4Q4Sa,4
Dysfunction,1999-04-13,10,,5KDIH2gF0VpelTqyQS7udb,Staind,282093,true,6264zKFgXM13JuRBX4MMyD,Mudshovel,68,0.328,0.826,6,-5.085,1,0.0362,0.000224,0.000944,0.0818,0.341,106.606,audio_features,spotify:track:6264zKFgXM13JuRBX4MMyD,https://api.spotify.com/v1/tracks/6264zKFgXM13JuRBX4MMyD,https://api.spotify.com/v1/audio-analysis/6264zKFgXM13JuRBX4MMyD,4
Chapter V,2005-08-08,12,,5KDIH2gF0VpelTqyQS7udb,Staind,238427,false,2Qv9GqZU9ZMFLyQcolikMo,Everything Changes,54,0.5,0.612,4,-4.944,1,0.0332,0.0267,0.157,0.404,0.0668,124.992,audio_features,spotify:track:2Qv9GqZU9ZMFLyQcolikMo,https://api.spotify.com/v1/tracks/2Qv9GqZU9ZMFLyQcolikMo,https://api.spotify.com/v1/audio-analysis/2Qv9GqZU9ZMFLyQcolikMo,3
Daughtry,2006-11-20,12,,5P5FTygHyx2G57oszR3Wot,Daughtry,204853,false,7mXmxXLAnsvXKt4Q37KoMI,Over You,64,0.423,0.922,3,-2.6,1,0.0411,0.017,0,0.102,0.567,156.046,audio_features,spotify:track:7mXmxXLAnsvXKt4Q37KoMI,https://api.spotify.com/v1/tracks/7mXmxXLAnsvXKt4Q37KoMI,https://api.spotify.com/v1/audio-analysis/7mXmxXLAnsvXKt4Q37KoMI,4
Leave This Town,2009-07-14,14,,5P5FTygHyx2G57oszR3Wot,Daughtry,206413,false,1dwFCY3lGzHktgCRsmCht1,Life After You,40,0.434,0.764,5,-3.45,1,0.0299,0.0534,0,0.437,0.309,51.316,audio_features,spotify:track:1dwFCY3lGzHktgCRsmCht1,https://api.spotify.com/v1/tracks/1dwFCY3lGzHktgCRsmCht1,https://api.spotify.com/v1/audio-analysis/1dwFCY3lGzHktgCRsmCht1,4
Break The Spell (Deluxe Version),2011-11-18,16,,5P5FTygHyx2G57oszR3Wot,Daughtry,225400,false,4lwEBL5hshyH5t9GmyE1uf,Crawling Back To You,0,0.426,0.9,0,-3.428,0,0.0479,0.00667,0,0.191,0.161,151.036,audio_features,spotify:track:4lwEBL5hshyH5t9GmyE1uf,https://api.spotify.com/v1/tracks/4lwEBL5hshyH5t9GmyE1uf,https://api.spotify.com/v1/audio-analysis/4lwEBL5hshyH5t9GmyE1uf,4
Daughtry,2006-11-20,12,,5P5FTygHyx2G57oszR3Wot,Daughtry,238733,false,2tVCFmn2zKg2wGXS1TCIIA,Feels Like Tonight,53,0.483,0.903,6,-3.151,1,0.0451,0.000849,0,0.118,0.318,130.986,audio_features,spotify:track:2tVCFmn2zKg2wGXS1TCIIA,https://api.spotify.com/v1/tracks/2tVCFmn2zKg2wGXS1TCIIA,https://api.spotify.com/v1/audio-analysis/2tVCFmn2zKg2wGXS1TCIIA,4
Them vs. You. vs. Me (Deluxe Edition) and (Bonus Cuts),2007,16,,0niJkG4tKkne3zwr7I8n9n,Finger Eleven,208107,false,4p7isjE8RGKAYdjOdWijK7,Paralyzer,0,0.645,0.938,11,-3.472,0,0.0451,0.163,0,0.23,0.884,106.01,audio_features,spotify:track:4p7isjE8RGKAYdjOdWijK7,https://api.spotify.com/v1/tracks/4p7isjE8RGKAYdjOdWijK7,https://api.spotify.com/v1/audio-analysis/4p7isjE8RGKAYdjOdWijK7,4
